genus,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode08,barcode09,barcode10,barcode11,barcode12,barcode14,barcode15,barcode16,barcode19,barcode20,barcode21,total,superkingdom,kingdom,phylum,class,order,family,tax
Nitrospira,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Bacteria,Bacteria_none,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Bacteria;Bacteria_none;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira
TM7x,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,Bacteria_none,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Bacteria;Bacteria_none;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;TM7x
Unclassified_Saccharimonadaceae,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Bacteria;Bacteria_none;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;Unclassified_Saccharimonadaceae
Unclassified_Tepidisphaeraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Bacteria;Bacteria_none;Planctomycetota;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae;Unclassified_Tepidisphaeraceae
Fimbriiglobus,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Bacteria;Bacteria_none;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Fimbriiglobus
Gemmata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Bacteria;Bacteria_none;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata
Pir4 lineage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Bacteria;Bacteria_none;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4 lineage
Pirellula,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Bacteria,Bacteria_none,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Bacteria;Bacteria_none;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula
Pirellulaceae_uncultured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Bacteria;Bacteria_none;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellulaceae_uncultured
Planctomicrobium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Bacteria;Bacteria_none;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Planctomicrobium
Acetobacteraceae_uncultured,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacteraceae_uncultured
Belnapia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Belnapia
Craurococcus-Caldovatus,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Craurococcus-Caldovatus
Rhodovarius,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Rhodovarius
Roseomonas,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas
Brevundimonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas
Caulobacteraceae_uncultured,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_uncultured
SWB02,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;SWB02
Unclassified_Micavibrionales_uncultured,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionales_uncultured,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionales_uncultured;Unclassified_Micavibrionales_uncultured
Constrictibacter,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillales Incertae Sedis,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Puniceispirillales;Puniceispirillales Incertae Sedis;Constrictibacter
Reyranella,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella
Beijerinckiaceae_uncultured,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Beijerinckiaceae_uncultured
Bosea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Bosea
Methylobacterium-Methylorubrum,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium-Methylorubrum
Methylorosula,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylorosula
Microvirga,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Microvirga
Devosia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Devosia
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
Aminobacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Aminobacter
Aureimonas,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Aureimonas
Mesorhizobium,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mesorhizobium
Shinella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Shinella
Unclassified_Rhizobiaceae,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Unclassified_Rhizobiaceae
Unclassified_Rhizobiales_uncultured,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_uncultured,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales_uncultured;Unclassified_Rhizobiales_uncultured
Rhodomicrobium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodomicrobiaceae;Rhodomicrobium
Bradyrhizobium,0.0,4.0,10.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,24.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Bradyrhizobium
Pseudolabrys,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudolabrys
Rhodopseudomonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Rhodopseudomonas
Xanthobacteraceae_uncultured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Xanthobacteraceae_uncultured
Amaricoccus,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amaricoccus
Falsirhodobacter,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Falsirhodobacter
Paracoccus,0.0,0.0,16.0,44.0,1.0,3.0,1.0,0.0,0.0,1.0,12.0,1.0,0.0,6.0,0.0,1.0,0.0,86.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus
Rubellimicrobium,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubellimicrobium
Tabrizicola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tabrizicola
Unclassified_Rhodobacteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Unclassified_Rhodobacteraceae
Rhodospirillaceae_uncultured,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospirillaceae_uncultured
Unclassified_AB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rickettsiales;AB1;Unclassified_AB1
Unclassified_Mitochondria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Unclassified_Mitochondria
Altererythrobacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Altererythrobacter
Ellin6055,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Ellin6055
Novosphingobium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium
Qipengyuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Qipengyuania
Sphingobium,0.0,0.0,10.0,3.0,8.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,30.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium
Sphingomonas,0.0,1.0,3.0,4.0,0.0,0.0,0.0,3.0,0.0,12.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,34.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
Sphingopyxis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis
Unclassified_Sphingomonadaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Unclassified_Sphingomonadaceae
Candidatus Alysiosphaera,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;Candidatus Alysiosphaera
Geminicoccaceae_uncultured,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;Geminicoccaceae_uncultured
Lautropia,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia
Ralstonia,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia
Acidovorax,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax
Comamonadaceae_uncultured,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Comamonadaceae_uncultured
Delftia,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Delftia
Ideonella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Ideonella
Limnohabitans,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans
Paucibacter,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Paucibacter
Pelomonas,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Pelomonas
Pseudorhodoferax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Pseudorhodoferax
Ramlibacter,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter
Rhizobacter,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhizobacter
Schlegelella,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Schlegelella
