genus,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode08,barcode09,barcode10,barcode11,barcode12,barcode14,barcode15,barcode16,barcode19,barcode20,barcode21,total,superkingdom,kingdom,phylum,class,order,family,tax
Xenophilus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Xenophilus
Xylophilus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Xylophilus
Tepidiphilus,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;Hydrogenophilaceae;Tepidiphilus
Conchiformibius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Conchiformibius
Eikenella,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Eikenella
Kingella,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Kingella
Neisseria,0.0,1.0,38.0,33.0,0.0,0.0,6.0,28.0,0.0,10.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,121.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseria
Neisseriaceae_uncultured,0.0,0.0,0.0,0.0,167.0,191.0,134.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,266.0,0.0,761.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseriaceae_uncultured
Ellin6067,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Ellin6067
MND1,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;MND1
Nitrosomonas,2.0,8.0,51.0,9.0,0.0,9.0,7.0,0.0,1.0,63.0,1079.0,0.0,0.0,5.0,1.0,20.0,1882.0,3137.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Nitrosomonas
mle1-7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;mle1-7
Massilia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
Unclassified_SC-I-84,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;SC-I-84;Unclassified_SC-I-84
Unclassified_TRA3-20,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;TRA3-20;Unclassified_TRA3-20
Alteromonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Alteromonas
Enterobacter,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter
Klebsiella,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella
Pantoea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea
Aggregatibacter,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Aggregatibacter
Haemophilus,0.0,0.0,3.0,12.0,0.0,0.0,0.0,3.0,1.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Haemophilus
Acidibacter,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Acidibacter
Halomonas,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Halomonas
Acinetobacter,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,8.0,0.0,1.0,0.0,30.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
Enhydrobacter,0.0,1.0,7.0,7.0,5.0,1.0,0.0,26.0,5.0,793.0,315.0,12.0,0.0,1.0,0.0,2.0,0.0,1175.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter
Moraxella,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella
Pseudomonas,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Steroidobacter,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;Steroidobacter
Steroidobacteraceae_uncultured,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;Steroidobacteraceae_uncultured
Unclassified_Steroidobacteraceae,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;Unclassified_Steroidobacteraceae
Ahniella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Ahniella
Dokdonella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Dokdonella
Lysobacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter
Stenotrophomonas,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas
Thermomonas,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Thermomonas
Vulcaniibacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,Bacteria_none,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Vulcaniibacterium
Treponema,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Bacteria,Bacteria_none,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Bacteria;Bacteria_none;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema
Sumerlaea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Bacteria;Bacteria_none;Sumerlaeota;Sumerlaeia;Sumerlaeales;Sumerlaeaceae;Sumerlaea
Candidatus Udaeobacter,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Bacteria;Bacteria_none;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter
Ellin517,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Bacteria;Bacteria_none;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Ellin517
Unclassified_Pedosphaeraceae,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,Bacteria_none,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Bacteria;Bacteria_none;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Unclassified_Pedosphaeraceae
Unknown,1.0,30.0,242.0,516.0,47.0,34.0,32.0,44.0,5.0,159.0,222.0,25.0,18.0,378.0,12.0,45.0,112.0,1922.0,Unclassified,Unknown,Unknown,Unknown,Unknown,Unknown,Unclassified;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
